path,true_label,pred_label,prob_fake
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0002975.jpg,0,1,0.9999955892562866
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0004398.jpg,0,1,0.9999943971633911
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0007051.jpg,0,1,0.9999932050704956
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0001525.jpg,0,1,0.999991774559021
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0009310.jpg,0,1,0.9999880790710449
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0001461.jpg,0,1,0.999987006187439
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0005181.jpg,0,1,0.9999864101409912
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0004175.jpg,0,1,0.9999853372573853
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0004711.jpg,0,1,0.9999849796295166
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0007766.jpg,0,1,0.9999843835830688
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0008768.jpg,0,1,0.9999828338623047
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0010421.jpg,0,1,0.9999825954437256
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0007977.jpg,0,1,0.9999823570251465
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0001183.jpg,0,1,0.9999815225601196
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0005223.jpg,0,1,0.9999793767929077
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0008698.jpg,0,1,0.9999790191650391
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0003591.jpg,0,1,0.9999774694442749
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0006489.jpg,0,1,0.999976634979248
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0009799.jpg,0,1,0.9999760389328003
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0000859.jpg,0,1,0.9999759197235107
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0001923.jpg,0,1,0.9999752044677734
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0010331.jpg,0,1,0.9999749660491943
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0010434.jpg,0,1,0.9999744892120361
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0004419.jpg,0,1,0.9999743700027466
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0006532.jpg,0,1,0.9999736547470093
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0001659.jpg,0,1,0.9999732971191406
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0003985.jpg,0,1,0.9999716281890869
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0008201.jpg,0,1,0.9999711513519287
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0002333.jpg,0,1,0.9999710321426392
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0003612.jpg,0,1,0.9999709129333496
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0004925.jpg,0,1,0.9999688863754272
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0007949.jpg,0,1,0.9999686479568481
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0003498.jpg,0,1,0.9999685287475586
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0000812.jpg,0,1,0.9999676942825317
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0003149.jpg,0,1,0.9999675750732422
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0010391.jpg,0,1,0.9999668598175049
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0000560.jpg,0,1,0.9999663829803467
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0009742.jpg,0,1,0.9999650716781616
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0002858.jpg,0,1,0.9999645948410034
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0004177.jpg,0,1,0.9999645948410034
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0011158.jpg,0,1,0.9999642372131348
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0004218.jpg,0,1,0.999963641166687
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0010151.jpg,0,1,0.9999634027481079
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0010571.jpg,0,1,0.9999620914459229
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0001264.jpg,0,1,0.9999613761901855
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0009266.jpg,0,1,0.9999607801437378
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0010407.jpg,0,1,0.9999607801437378
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0002717.jpg,0,1,0.9999606609344482
/home/ubuntu/work/DSA4266/data/prepared/deepdetect-2025/test/real/real_test_0002871.jpg,0,1,0.9999605417251587
