path,prob_fake
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\31922.jpg,0.99218750
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\65995.jpg,0.98828125
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\48996.jpg,0.98486328
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\29552.jpg,0.98437500
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\34900.jpg,0.98388672
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\26458.jpg,0.97998047
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\29985.jpg,0.97998047
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\35273.jpg,0.97753906
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\33649.jpg,0.97558594
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\03524.jpg,0.97412109
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\64085.jpg,0.97216797
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\58322.jpg,0.96484375
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\21440.jpg,0.96240234
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\48386.jpg,0.95947266
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\53719.jpg,0.95312500
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\11684.jpg,0.95019531
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\17518.jpg,0.94873047
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\30714.jpg,0.94824219
C:\Users\jz\DSA4266\DSA4266\data\deepdetect-2025_dddata\ddata\train\real\09638.jpg,0.94628906
