path,prob_fake
data\deepdetect-2025_dddata\ddata\train\real\09183.jpg,0.99902344
data\deepdetect-2025_dddata\ddata\train\real\00400.jpg,0.99707031
data\deepdetect-2025_dddata\ddata\train\real\37683.jpg,0.99707031
data\deepdetect-2025_dddata\ddata\train\real\57279.jpg,0.99560547
data\deepdetect-2025_dddata\ddata\train\real\03805.jpg,0.99365234
data\deepdetect-2025_dddata\ddata\train\real\29256.jpg,0.99218750
data\deepdetect-2025_dddata\ddata\train\real\62626.jpg,0.99169922
data\deepdetect-2025_dddata\ddata\train\real\66471.jpg,0.99121094
data\deepdetect-2025_dddata\ddata\train\real\58440.jpg,0.99023438
data\deepdetect-2025_dddata\ddata\train\real\27952.jpg,0.98974609
data\deepdetect-2025_dddata\ddata\train\real\62179.jpg,0.98974609
data\deepdetect-2025_dddata\ddata\train\real\36753.jpg,0.98925781
data\deepdetect-2025_dddata\ddata\train\real\56600.jpg,0.98828125
data\deepdetect-2025_dddata\ddata\train\real\31705.jpg,0.98730469
data\deepdetect-2025_dddata\ddata\train\real\38670.jpg,0.98730469
data\deepdetect-2025_dddata\ddata\train\real\34374.jpg,0.98730469
data\deepdetect-2025_dddata\ddata\train\real\05762.jpg,0.98681641
data\deepdetect-2025_dddata\ddata\train\real\03332.jpg,0.98632812
data\deepdetect-2025_dddata\ddata\train\real\18277.jpg,0.98535156
data\deepdetect-2025_dddata\ddata\train\real\66984.jpg,0.98388672
data\deepdetect-2025_dddata\ddata\train\real\61295.jpg,0.98291016
data\deepdetect-2025_dddata\ddata\train\real\04794.jpg,0.98291016
data\deepdetect-2025_dddata\ddata\train\real\65277.jpg,0.98242188
data\deepdetect-2025_dddata\ddata\train\real\59559.jpg,0.98242188
data\deepdetect-2025_dddata\ddata\train\real\16075.jpg,0.98193359
data\deepdetect-2025_dddata\ddata\train\real\09638.jpg,0.98193359
data\deepdetect-2025_dddata\ddata\train\real\29985.jpg,0.98144531
data\deepdetect-2025_dddata\ddata\train\real\00373.jpg,0.98095703
data\deepdetect-2025_dddata\ddata\train\real\65205.jpg,0.98095703
data\deepdetect-2025_dddata\ddata\train\real\62459.jpg,0.98046875
data\deepdetect-2025_dddata\ddata\train\real\27584.jpg,0.98046875
data\deepdetect-2025_dddata\ddata\train\real\03491.jpg,0.98046875
data\deepdetect-2025_dddata\ddata\train\real\58030.jpg,0.97900391
data\deepdetect-2025_dddata\ddata\train\real\00675.jpg,0.97802734
data\deepdetect-2025_dddata\ddata\train\real\39779.jpg,0.97705078
data\deepdetect-2025_dddata\ddata\train\real\42635.jpg,0.97607422
data\deepdetect-2025_dddata\ddata\train\real\00606.jpg,0.97607422
data\deepdetect-2025_dddata\ddata\train\real\30402.jpg,0.97509766
data\deepdetect-2025_dddata\ddata\train\real\33400.jpg,0.97412109
data\deepdetect-2025_dddata\ddata\train\real\51429.jpg,0.97363281
data\deepdetect-2025_dddata\ddata\train\real\26061.jpg,0.97167969
data\deepdetect-2025_dddata\ddata\train\real\62381.jpg,0.97167969
data\deepdetect-2025_dddata\ddata\train\real\52277.jpg,0.97167969
data\deepdetect-2025_dddata\ddata\train\real\21312.jpg,0.97119141
data\deepdetect-2025_dddata\ddata\train\real\23853.jpg,0.97119141
data\deepdetect-2025_dddata\ddata\train\real\28690.jpg,0.97119141
data\deepdetect-2025_dddata\ddata\train\real\26566.jpg,0.97119141
data\deepdetect-2025_dddata\ddata\train\real\66335.jpg,0.97021484
data\deepdetect-2025_dddata\ddata\train\real\64896.jpg,0.97021484
data\deepdetect-2025_dddata\ddata\train\real\63582.jpg,0.96972656
data\deepdetect-2025_dddata\ddata\train\real\52066.jpg,0.96923828
data\deepdetect-2025_dddata\ddata\train\real\48380.jpg,0.96875000
data\deepdetect-2025_dddata\ddata\train\real\11932.jpg,0.96826172
data\deepdetect-2025_dddata\ddata\train\real\60827.jpg,0.96826172
data\deepdetect-2025_dddata\ddata\train\real\49248.jpg,0.96826172
data\deepdetect-2025_dddata\ddata\train\real\09654.jpg,0.96777344
data\deepdetect-2025_dddata\ddata\train\real\51060.jpg,0.96777344
data\deepdetect-2025_dddata\ddata\train\real\35851.jpg,0.96777344
data\deepdetect-2025_dddata\ddata\train\real\18396.jpg,0.96679688
