path,prob_fake
data\deepdetect-2025_dddata\ddata\train\real\29478.jpg,0.99169922
data\deepdetect-2025_dddata\ddata\train\real\39482.jpg,0.99072266
data\deepdetect-2025_dddata\ddata\train\real\10229.jpg,0.98925781
data\deepdetect-2025_dddata\ddata\train\real\58440.jpg,0.98925781
data\deepdetect-2025_dddata\ddata\train\real\01205.jpg,0.98876953
data\deepdetect-2025_dddata\ddata\train\real\29457.jpg,0.98876953
data\deepdetect-2025_dddata\ddata\train\real\21844.jpg,0.98681641
data\deepdetect-2025_dddata\ddata\train\real\13222.jpg,0.98681641
data\deepdetect-2025_dddata\ddata\train\real\67011.jpg,0.98681641
data\deepdetect-2025_dddata\ddata\train\real\25957.jpg,0.98632812
data\deepdetect-2025_dddata\ddata\train\real\56394.jpg,0.98632812
data\deepdetect-2025_dddata\ddata\train\real\12562.jpg,0.98632812
data\deepdetect-2025_dddata\ddata\train\real\66984.jpg,0.98583984
data\deepdetect-2025_dddata\ddata\train\real\53646.jpg,0.98583984
data\deepdetect-2025_dddata\ddata\train\real\29202.jpg,0.98437500
data\deepdetect-2025_dddata\ddata\train\real\22618.jpg,0.98291016
data\deepdetect-2025_dddata\ddata\train\real\47144.jpg,0.98193359
data\deepdetect-2025_dddata\ddata\train\real\45413.jpg,0.98095703
data\deepdetect-2025_dddata\ddata\train\real\18175.jpg,0.97949219
data\deepdetect-2025_dddata\ddata\train\real\08186.jpg,0.97949219
data\deepdetect-2025_dddata\ddata\train\real\40959.jpg,0.97851562
data\deepdetect-2025_dddata\ddata\train\real\27584.jpg,0.97802734
data\deepdetect-2025_dddata\ddata\train\real\43234.jpg,0.97656250
data\deepdetect-2025_dddata\ddata\train\real\14557.jpg,0.97607422
data\deepdetect-2025_dddata\ddata\train\real\21398.jpg,0.97607422
data\deepdetect-2025_dddata\ddata\train\real\58030.jpg,0.97607422
data\deepdetect-2025_dddata\ddata\train\real\44159.jpg,0.97558594
data\deepdetect-2025_dddata\ddata\train\real\03211.jpg,0.97460938
data\deepdetect-2025_dddata\ddata\train\real\37232.jpg,0.97460938
data\deepdetect-2025_dddata\ddata\train\real\29338.jpg,0.97412109
data\deepdetect-2025_dddata\ddata\train\real\15024.jpg,0.97412109
data\deepdetect-2025_dddata\ddata\train\real\07227.jpg,0.97412109
data\deepdetect-2025_dddata\ddata\train\real\48760.jpg,0.97363281
data\deepdetect-2025_dddata\ddata\train\real\29452.jpg,0.97363281
data\deepdetect-2025_dddata\ddata\train\real\32039.jpg,0.97363281
data\deepdetect-2025_dddata\ddata\train\real\45208.jpg,0.97265625
data\deepdetect-2025_dddata\ddata\train\real\00400.jpg,0.97216797
data\deepdetect-2025_dddata\ddata\train\real\44589.jpg,0.97216797
data\deepdetect-2025_dddata\ddata\train\real\11305.jpg,0.97216797
data\deepdetect-2025_dddata\ddata\train\real\17480.jpg,0.97119141
data\deepdetect-2025_dddata\ddata\train\real\65743.jpg,0.97119141
data\deepdetect-2025_dddata\ddata\train\real\15482.jpg,0.97070312
data\deepdetect-2025_dddata\ddata\train\real\52986.jpg,0.97070312
data\deepdetect-2025_dddata\ddata\train\real\15751.jpg,0.97070312
data\deepdetect-2025_dddata\ddata\train\real\45284.jpg,0.97021484
data\deepdetect-2025_dddata\ddata\train\real\65628.jpg,0.97021484
data\deepdetect-2025_dddata\ddata\train\real\25968.jpg,0.96972656
data\deepdetect-2025_dddata\ddata\train\real\38429.jpg,0.96972656
data\deepdetect-2025_dddata\ddata\train\real\56034.jpg,0.96972656
data\deepdetect-2025_dddata\ddata\train\real\54119.jpg,0.96923828
data\deepdetect-2025_dddata\ddata\train\real\04605.jpg,0.96875000
data\deepdetect-2025_dddata\ddata\train\real\19972.jpg,0.96826172
data\deepdetect-2025_dddata\ddata\train\real\66900.jpg,0.96777344
data\deepdetect-2025_dddata\ddata\train\real\53019.jpg,0.96728516
data\deepdetect-2025_dddata\ddata\train\real\47230.jpg,0.96679688
data\deepdetect-2025_dddata\ddata\train\real\51497.jpg,0.96679688
data\deepdetect-2025_dddata\ddata\train\real\03435.jpg,0.96679688
data\deepdetect-2025_dddata\ddata\train\real\44273.jpg,0.96630859
data\deepdetect-2025_dddata\ddata\train\real\11391.jpg,0.96630859
data\deepdetect-2025_dddata\ddata\train\real\16386.jpg,0.96630859
data\deepdetect-2025_dddata\ddata\train\real\33041.jpg,0.96582031
